# class	strip	residue	count — from tools/paradigm.py
nbz	0	ыңның	60
nbz	0	ыңыз	60
nbz	0	ыңызбен	60
nbz	0	ыңызда	60
nbz	0	ыңыздан	60
nbz	0	ыңыздағы	60
nbz	0	ыңызды	60
nbz	0	ыңыздың	60
nbz	0	ыңызға	60
nbz	0	ға	60
nfn	0	ге	60
nfn	0	де	60
nfn	0	дегі	60
nfn	0	дер	60
nfn	0	дерге	60
nfn	0	дерде	60
nfn	0	дердегі	60
nfn	0	дерден	60
nfn	0	дерді	60
nfn	0	дердің	60
nfn	0	дермен	60
nfn	0	дерміз	60
nfn	0	дермін	60
nfn	0	дерсіз	60
nfn	0	дерсіздер	60
nfn	0	дерсің	60
nfn	0	дерсіңдер	60
nfn	0	дері	60
nfn	0	дерім	60
nfn	0	дерімде	60
nfn	0	дерімдегі	60
nfn	0	дерімді	60
nfn	0	деріме	60
nfn	0	дерімен	60
nfn	0	деріммен	60
nfn	0	дерімнен	60
nfn	0	дерімнің	60
nfn	0	деріміз	60
nfn	0	дерімізбен	60
nfn	0	дерімізге	60
nfn	0	дерімізде	60
nfn	0	деріміздегі	60
nfn	0	дерімізден	60
nfn	0	дерімізді	60
nfn	0	деріміздің	60
nfn	0	дерін	60
nfn	0	дерінде	60
nfn	0	деріндегі	60
nfn	0	деріне	60
nfn	0	дерінен	60
nfn	0	дерінің	60
nfn	0	дерің	60
nfn	0	деріңде	60
nfn	0	деріңдегі	60
nfn	0	деріңді	60
nfn	0	деріңе	60
nfn	0	деріңмен	60
nfn	0	деріңнен	60
nfn	0	деріңнің	60
nfn	0	деріңіз	60
nfn	0	деріңізбен	60
nfn	0	деріңізге	60
nfn	0	деріңізде	60
nfn	0	деріңіздегі	60
nfn	0	деріңізден	60
nfn	0	деріңізді	60
nfn	0	деріңіздің	60
nfn	0	ді	60
nfn	0	мен	60
nfn	0	міз	60
nfn	0	мін	60
nfn	0	нен	60
nfn	0	нің	60
nfn	0	сіз	60
nfn	0	сіздер	60
nfn	0	сің	60
nfn	0	сіңдер	60
nfn	0	і	60
nfn	0	ім	60
nfn	0	імде	60
nfn	0	імдегі	60
nfn	0	імді	60
nfn	0	іме	60
nfn	0	імен	60
nfn	0	іммен	60
nfn	0	імнен	60
nfn	0	імнің	60
nfn	0	іміз	60
nfn	0	імізбен	60
nfn	0	імізге	60
nfn	0	імізде	60
nfn	0	іміздегі	60
nfn	0	імізден	60
nfn	0	імізді	60
nfn	0	іміздің	60
nfn	0	ін	60
nfn	0	інде	60
nfn	0	індегі	60
nfn	0	іне	60
nfn	0	інен	60
nfn	0	інің	60
nfn	0	ің	60
nfn	0	іңде	60
nfn	0	іңдегі	60
nfn	0	іңді	60
nfn	0	іңе	60
nfn	0	іңмен	60
nfn	0	іңнен	60
nfn	0	іңнің	60
nfn	0	іңіз	60
nfn	0	іңізбен	60
nfn	0	іңізге	60
nfn	0	іңізде	60
nfn	0	іңіздегі	60
nfn	0	іңізден	60
nfn	0	іңізді	60
nfn	0	іңіздің	60
nfr	0	ге	60
nfr	0	де	60
nfr	0	дегі	60
nfr	0	ден	60
nfr	0	ді	60
nfr	0	дің	60
nfr	0	лер	60
nfr	0	лерге	60
nfr	0	лерде	60
nfr	0	лердегі	60
nfr	0	лерден	60
nfr	0	лерді	60
nfr	0	лердің	60
nfr	0	лермен	60
nfr	0	лерміз	60
nfr	0	лермін	60
nfr	0	лерсіз	60
nfr	0	лерсіздер	60
nfr	0	лерсің	60
nfr	0	лерсіңдер	60
nfr	0	лері	60
nfr	0	лерім	60
nfr	0	лерімде	60
nfr	0	лерімдегі	60
nfr	0	лерімді	60
nfr	0	леріме	60
nfr	0	лерімен	60
nfr	0	леріммен	60
nfr	0	лерімнен	60
nfr	0	лерімнің	60
nfr	0	леріміз	60
nfr	0	лерімізбен	60
nfr	0	лерімізге	60
nfr	0	лерімізде	60
nfr	0	леріміздегі	60
nfr	0	лерімізден	60
nfr	0	лерімізді	60
nfr	0	леріміздің	60
nfr	0	лерін	60
nfr	0	лерінде	60
nfr	0	леріндегі	60
nfr	0	леріне	60
nfr	0	лерінен	60
nfr	0	лерінің	60
nfr	0	лерің	60
nfr	0	леріңде	60
nfr	0	леріңдегі	60
nfr	0	леріңді	60
nfr	0	леріңе	60
nfr	0	леріңмен	60
nfr	0	леріңнен	60
nfr	0	леріңнің	60
nfr	0	леріңіз	60
nfr	0	леріңізбен	60
nfr	0	леріңізге	60
nfr	0	леріңізде	60
nfr	0	леріңіздегі	60
nfr	0	леріңізден	60
nfr	0	леріңізді	60
nfr	0	леріңіздің	60
nfr	0	мен	60
nfr	0	міз	60
nfr	0	мін	60
nfr	0	сіз	60
nfr	0	сіздер	60
nfr	0	сің	60
nfr	0	сіңдер	60
nfr	0	і	60
nfr	0	ім	60
nfr	0	імде	60
nfr	0	імдегі	60
nfr	0	імді	60
nfr	0	іме	60
nfr	0	імен	60
nfr	0	іммен	60
nfr	0	імнен	60
nfr	0	імнің	60
nfr	0	іміз	60
nfr	0	імізбен	60
nfr	0	імізге	60
nfr	0	імізде	60
nfr	0	іміздегі	60
nfr	0	імізден	60
nfr	0	імізді	60
nfr	0	іміздің	60
nfr	0	ін	60
nfr	0	інде	60
nfr	0	індегі	60
nfr	0	іне	60
nfr	0	інен	60
nfr	0	інің	60
nfr	0	ің	60
nfr	0	іңде	60
nfr	0	іңдегі	60
nfr	0	іңді	60
nfr	0	іңе	60
nfr	0	іңмен	60
nfr	0	іңнен	60
nfr	0	іңнің	60
nfr	0	іңіз	60
nfr	0	іңізбен	60
nfr	0	іңізге	60
nfr	0	іңізде	60
nfr	0	іңіздегі	60
nfr	0	іңізден	60
nfr	0	іңізді	60
nfr	0	іңіздің	60
nft	0	ке	60
nft	0	міз	60
nft	0	мін	60
nft	0	пен	60
nft	0	сіз	60
nft	0	сіздер	60
nft	0	сің	60
nft	0	сіңдер	60
nft	0	те	60
nft	0	тегі	60
nft	0	тен	60
nft	0	тер	60
nft	0	терге	60
nft	0	терде	60
nft	0	тердегі	60
nft	0	терден	60
nft	0	терді	60
nft	0	тердің	60
nft	0	термен	60
nft	0	терміз	60
nft	0	термін	60
nft	0	терсіз	60
nft	0	терсіздер	60
nft	0	терсің	60
nft	0	терсіңдер	60
nft	0	тері	60
nft	0	терім	60
nft	0	терімде	60
nft	0	терімдегі	60
nft	0	терімді	60
nft	0	теріме	60
nft	0	терімен	60
nft	0	теріммен	60
nft	0	терімнен	60
nft	0	терімнің	60
nft	0	теріміз	60
nft	0	терімізбен	60
nft	0	терімізге	60
nft	0	терімізде	60
nft	0	теріміздегі	60
nft	0	терімізден	60
nft	0	терімізді	60
nft	0	теріміздің	60
nft	0	терін	60
nft	0	терінде	60
nft	0	теріндегі	60
nft	0	теріне	60
nft	0	терінен	60
nft	0	терінің	60
nft	0	терің	60
nft	0	теріңде	60
nft	0	теріңдегі	60
nft	0	теріңді	60
nft	0	теріңе	60
nft	0	теріңмен	60
nft	0	теріңнен	60
nft	0	теріңнің	60
nft	0	теріңіз	60
nft	0	теріңізбен	60
nft	0	теріңізге	60
nft	0	теріңізде	60
nft	0	теріңіздегі	60
nft	0	теріңізден	60
nft	0	теріңізді	60
nft	0	теріңіздің	60
nft	0	ті	60
nft	0	тің	60
nft	к	і	60
nft	к	ім	60
nft	к	імде	60
nft	к	імдегі	60
nft	к	імді	60
nft	к	іме	60
nft	к	імен	60
nft	к	іммен	60
nft	к	імнен	60
nft	к	імнің	60
nft	к	іміз	60
nft	к	імізбен	60
nft	к	імізге	60
nft	к	імізде	60
nft	к	іміздегі	60
nft	к	імізден	60
nft	к	імізді	60
nft	к	іміздің	60
nft	к	ін	60
nft	к	інде	60
nft	к	індегі	60
nft	к	іне	60
nft	к	інен	60
nft	к	інің	60
nft	к	ің	60
nft	к	іңде	60
nft	к	іңдегі	60
nft	к	іңді	60
nft	к	іңе	60
nft	к	іңмен	60
nft	к	іңнен	60
nft	к	іңнің	60
nft	к	іңіз	60
nft	к	іңізбен	60
nft	к	іңізге	60
nft	к	іңізде	60
nft	к	іңіздегі	60
nft	к	іңізден	60
nft	к	іңізді	60
nft	к	іңіздің	60
nft	п	і	60
nft	п	ім	60
nft	п	імде	60
nft	п	імдегі	60
nft	п	імді	60
nft	п	іме	60
nft	п	імен	60
nft	п	іммен	60
nft	п	імнен	60
nft	п	імнің	60
nft	п	іміз	60
nft	п	імізбен	60
nft	п	імізге	60
nft	п	імізде	60
nft	п	іміздегі	60
nft	п	імізден	60
nft	п	імізді	60
nft	п	іміздің	60
nft	п	ін	60
nft	п	інде	60
nft	п	індегі	60
nft	п	іне	60
nft	п	інен	60
nft	п	інің	60
nft	п	ің	60
nft	п	іңде	60
nft	п	іңдегі	60
nft	п	іңді	60
nft	п	іңе	60
nft	п	іңмен	60
nft	п	іңнен	60
nft	п	іңнің	60
nft	п	іңіз	60
nft	п	іңізбен	60
nft	п	іңізге	60
nft	п	іңізде	60
nft	п	іңіздегі	60
nft	п	іңізден	60
nft	п	іңізді	60
nft	п	іңіздің	60
nfv	0	ге	60
nfv	0	де	60
nfv	0	дегі	60
nfv	0	ден	60
nfv	0	лер	60
nfv	0	лерге	60
nfv	0	лерде	60
nfv	0	лердегі	60
nfv	0	лерден	60
nfv	0	лерді	60
nfv	0	лердің	60
nfv	0	лермен	60
nfv	0	лерміз	60
nfv	0	лермін	60
nfv	0	лерсіз	60
nfv	0	лерсіздер	60
nfv	0	лерсің	60
nfv	0	лерсіңдер	60
nfv	0	лері	60
nfv	0	лерім	60
nfv	0	лерімде	60
nfv	0	лерімдегі	60
nfv	0	лерімді	60
nfv	0	леріме	60
nfv	0	лерімен	60
nfv	0	леріммен	60
nfv	0	лерімнен	60
nfv	0	лерімнің	60
nfv	0	леріміз	60
nfv	0	лерімізбен	60
nfv	0	лерімізге	60
nfv	0	лерімізде	60
nfv	0	леріміздегі	60
nfv	0	лерімізден	60
nfv	0	лерімізді	60
nfv	0	леріміздің	60
nfv	0	лерін	60
nfv	0	лерінде	60
nfv	0	леріндегі	60
nfv	0	леріне	60
nfv	0	лерінен	60
nfv	0	лерінің	60
nfv	0	лерің	60
nfv	0	леріңде	60
nfv	0	леріңдегі	60
nfv	0	леріңді	60
nfv	0	леріңе	60
nfv	0	леріңмен	60
nfv	0	леріңнен	60
nfv	0	леріңнің	60
nfv	0	леріңіз	60
nfv	0	леріңізбен	60
nfv	0	леріңізге	60
nfv	0	леріңізде	60
nfv	0	леріңіздегі	60
nfv	0	леріңізден	60
nfv	0	леріңізді	60
nfv	0	леріңіздің	60
nfv	0	м	60
nfv	0	мде	60
nfv	0	мдегі	60
nfv	0	мді	60
nfv	0	ме	60
nfv	0	мен	60
nfv	0	ммен	60
nfv	0	мнен	60
nfv	0	мнің	60
nfv	0	міз	60
nfv	0	мізбен	60
nfv	0	мізге	60
nfv	0	мізде	60
nfv	0	міздегі	60
nfv	0	мізден	60
nfv	0	мізді	60
nfv	0	міздің	60
nfv	0	мін	60
nfv	0	ні	60
nfv	0	нің	60
nfv	0	сі	60
nfv	0	сіз	60
nfv	0	сіздер	60
nfv	0	сімен	60
nfv	0	сін	60
nfv	0	сінде	60
nfv	0	сіндегі	60
nfv	0	сіне	60
nfv	0	сінен	60
nfv	0	сінің	60
nfv	0	сің	60
nfv	0	сіңдер	60
nfv	0	ң	60
nfv	0	ңде	60
nfv	0	ңдегі	60
nfv	0	ңді	60
nfv	0	ңе	60
nfv	0	ңмен	60
nfv	0	ңнен	60
nfv	0	ңнің	60
nfv	0	ңіз	60
nfv	0	ңізбен	60
nfv	0	ңізге	60
nfv	0	ңізде	60
nfv	0	ңіздегі	60
nfv	0	ңізден	60
nfv	0	ңізді	60
nfv	0	ңіздің	60
nfz	0	бен	60
nfz	0	ге	60
nfz	0	де	60
nfz	0	дегі	60
nfz	0	ден	60
nfz	0	дер	60
nfz	0	дерге	60
nfz	0	дерде	60
nfz	0	дердегі	60
nfz	0	дерден	60
nfz	0	дерді	60
nfz	0	дердің	60
nfz	0	дермен	60
nfz	0	дерміз	60
nfz	0	дермін	60
nfz	0	дерсіз	60
nfz	0	дерсіздер	60
nfz	0	дерсің	60
nfz	0	дерсіңдер	60
nfz	0	дері	60
nfz	0	дерім	60
nfz	0	дерімде	60
nfz	0	дерімдегі	60
nfz	0	дерімді	60
nfz	0	деріме	60
nfz	0	дерімен	60
nfz	0	деріммен	60
nfz	0	дерімнен	60
nfz	0	дерімнің	60
nfz	0	деріміз	60
nfz	0	дерімізбен	60
nfz	0	дерімізге	60
nfz	0	дерімізде	60
nfz	0	деріміздегі	60
nfz	0	дерімізден	60
nfz	0	дерімізді	60
nfz	0	деріміздің	60
nfz	0	дерін	60
nfz	0	дерінде	60
nfz	0	деріндегі	60
nfz	0	деріне	60
nfz	0	дерінен	60
nfz	0	дерінің	60
nfz	0	дерің	60
nfz	0	деріңде	60
nfz	0	деріңдегі	60
nfz	0	деріңді	60
nfz	0	деріңе	60
nfz	0	деріңмен	60
nfz	0	деріңнен	60
nfz	0	деріңнің	60
nfz	0	деріңіз	60
nfz	0	деріңізбен	60
nfz	0	деріңізге	60
nfz	0	деріңізде	60
nfz	0	деріңіздегі	60
nfz	0	деріңізден	60
nfz	0	деріңізді	60
nfz	0	деріңіздің	60
nfz	0	ді	60
nfz	0	дің	60
nfz	0	мен	60
nfz	0	міз	60
nfz	0	мін	60
nfz	0	сіз	60
nfz	0	сіздер	60
nfz	0	сің	60
nfz	0	сіңдер	60
nfz	0	і	60
nfz	0	ім	60
nfz	0	імде	60
nfz	0	імдегі	60
nfz	0	імді	60
nfz	0	іме	60
nfz	0	імен	60
nfz	0	іммен	60
nfz	0	імнен	60
nfz	0	імнің	60
nfz	0	іміз	60
nfz	0	імізбен	60
nfz	0	імізге	60
nfz	0	імізде	60
nfz	0	іміздегі	60
nfz	0	імізден	60
nfz	0	імізді	60
nfz	0	іміздің	60
nfz	0	ін	60
nfz	0	інде	60
nfz	0	індегі	60
nfz	0	іне	60
nfz	0	інен	60
nfz	0	інің	60
